period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription
2024-05,NEW,New England,5,Commercial CHP,REN,renewable
2024-05,NEW,New England,5,Commercial CHP,PET,petroleum
2024-05,NEW,New England,5,Commercial CHP,PEL,petroleum liquids
2024-05,US,U.S. Total,94,Independent Power Producers,OTH,other
2024-05,US,U.S. Total,94,Independent Power Producers,ORW,other renewables
2024-05,US,U.S. Total,94,Independent Power Producers,OOG,other gases
2024-05,US,U.S. Total,94,Independent Power Producers,OBW,biomass
2024-05,US,U.S. Total,94,Independent Power Producers,OB2,biomass
2024-05,WA,Washington,1,Electric Utility,ALL,all fuels
2024-05,VA,Virginia,99,All Sectors,WWW,wood and wood wastes
2024-05,VA,Virginia,99,All Sectors,WOO,waste oil and other oils
2024-05,VA,Virginia,99,All Sectors,WOC,waste coal
2024-05,VA,Virginia,99,All Sectors,WNS,offshore wind turbine
2024-05,VA,Virginia,99,All Sectors,WND,wind
2024-05,VA,Virginia,99,All Sectors,WAS,renewable waste products
2024-05,US,U.S. Total,7,Industrial CHP,DFO,distillate fuel oil
2024-05,US,U.S. Total,7,Industrial CHP,COW,all coal products
2024-05,US,U.S. Total,7,Industrial CHP,COL,"coal, excluding waste coal"
2024-05,US,U.S. Total,7,Industrial CHP,BIT,bituminous coal
2024-05,US,U.S. Total,7,Industrial CHP,BIS,bituminous coal and synthetic coal
2024-05,WY,Wyoming,1,Electric Utility,REN,renewable
2024-05,WY,Wyoming,1,Electric Utility,RC,refined coal
2024-05,WY,Wyoming,1,Electric Utility,PET,petroleum
2024-05,WY,Wyoming,1,Electric Utility,PEL,petroleum liquids
2024-05,WY,Wyoming,1,Electric Utility,NGO,natural gas & other gases
2024-05,WY,Wyoming,1,Electric Utility,NG,natural gas
2024-05,WY,Wyoming,1,Electric Utility,HYC,conventional hydroelectric
2024-05,WY,Wyoming,1,Electric Utility,FOS,fossil fuels
2024-05,WY,Wyoming,1,Electric Utility,DPV,estimated small scale solar photovoltaic
2024-05,WY,Wyoming,1,Electric Utility,DFO,distillate fuel oil
2024-05,WY,Wyoming,1,Electric Utility,COW,all coal products
2024-05,ESC,East South Central,96,All Commercial,DFO,distillate fuel oil
2024-05,ESC,East South Central,96,All Commercial,COW,all coal products
